S.NO,Institute Code,Institute Name,Place,District Name,Region,College Type,Minority,Co-Educ,Affiliated To,Branch Code,Fee,Convener Seats
389,DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,ANAKAPALLE,VSP,AU,PVT,NA,COED,JNTUV,CIV,47400,48
390,DJRC,SRI CHAITANYA -DJR COLL OF ENGG AND TECH,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,CIV,40000,24
391,DJRC,SRI CHAITANYA -DJR COLL OF ENGG AND TECH,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,CSE,40000,96
392,DJRC,SRI CHAITANYA -DJR COLL OF ENGG AND TECH,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,CSM,40000,48
393,DJRC,SRI CHAITANYA -DJR COLL OF ENGG AND TECH,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,ECE,40000,48
394,DJRC,SRI CHAITANYA -DJR COLL OF ENGG AND TECH,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,MEC,40000,72
395,DJRC,SRI CHAITANYA -DJR COLL OF ENGG AND TECH,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,ECE,40000,48
396,DLBC,DR L BULLAYYA COLL EGE OF ENGINEERING,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,ECE,46700,96
397,DLBC,DR L BULLAYYA COLL EGE OF ENGINEERING,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,EEE,46700,48
398,DLBC,DR L BULLAYYA COLL EGE OF ENGINEERING,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,CSE,46700,96
399,DLBC,DR L BULLAYYA COLL EGE OF ENGINEERING,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,CIV,46700,48
400,DNRE,DNR COLLEGE OF ENGG AND TECH,BHIMAVARAM,WG,AU,PVT,NA,COED,JNTUK,AID,60000,96
401,DNRE,DNR COLLEGE OF ENGG AND TECH,BHIMAVARAM,WG,AU,PVT,NA,COED,JNTUK,CSE,60000,144
402,DNRE,DNR COLLEGE OF ENGG AND TECH,BHIMAVARAM,WG,AU,PVT,NA,COED,JNTUK,CSM,60000,48
403,DNRE,DNR COLLEGE OF ENGG AND TECH,BHIMAVARAM,WG,AU,PVT,NA,COED,JNTUK,EEE,60000,24
404,DNRE,DNR COLLEGE OF ENGG AND TECH,BHIMAVARAM,WG,AU,PVT,NA,COED,JNTUK,ECE,60000,144
405,DNRE,DNR COLLEGE OF ENGG AND TECH,BHIMAVARAM,WG,AU,PVT,NA,COED,JNTUK,MEC,60000,24
406,DNRE,DNR COLLEGE OF ENGG AND TECH,BHIMAVARAM,WG,AU,PVT,NA,COED,JNTUK,INF,60000,48
407,DSIT,DAMISETTY BALA SURESH INST OF TECHNOLOGY,KAVALI,NLR,SVU,PVT,NA,COED,JNTUA,MEC,40000,24
408,DSIT,DAMISETTY BALA SURESH INST OF TECHNOLOGY,KAVALI,NLR,SVU,PVT,NA,COED,JNTUA,ECE,40000,72
409,DSIT,DAMISETTY BALA SURESH INST OF TECHNOLOGY,KAVALI,NLR,SVU,PVT,NA,COED,JNTUA,EEE,40000,24
410,DSIT,DAMISETTY BALA SURESH INST OF TECHNOLOGY,KAVALI,NLR,SVU,PVT,NA,COED,JNTUA,CSE,40000,72
411,DSIT,DAMISETTY BALA SURESH INST OF TECHNOLOGY,KAVALI,NLR,SVU,PVT,NA,COED,JNTUA,CAI,40000,43
412,ELRU,ELURU COLLEGE OF ENGG AND TECHNOLOGY,ELURU,WG,AU,PVT,NA,COED,JNTUK,AID,40000,96
413,ELRU,ELURU COLLEGE OF ENGG AND TECHNOLOGY,ELURU,WG,AU,PVT,NA,COED,JNTUK,CSE,40000,96
414,ELRU,ELURU COLLEGE OF ENGG AND TECHNOLOGY,ELURU,WG,AU,PVT,NA,COED,JNTUK,CSD,40000,48
415,ELRU,ELURU COLLEGE OF ENGG AND TECHNOLOGY,ELURU,WG,AU,PVT,NA,COED,JNTUK,EEE,40000,24
416,ELRU,ELURU COLLEGE OF ENGG AND TECHNOLOGY,ELURU,WG,AU,PVT,NA,COED,JNTUK,ECE,40000,96
417,ELRU,ELURU COLLEGE OF ENGG AND TECHNOLOGY,ELURU,WG,AU,PVT,NA,COED,JNTUK,MEC,40000,24
418,ESWR,ESWAR COLLEGE OF ENGINEERING,NARSARAOPET,GTR,AU,PVT,NA,COED,JNTUK,MEC,40000,24
419,ESWR,ESWAR COLLEGE OF ENGINEERING,NARSARAOPET,GTR,AU,PVT,NA,COED,JNTUK,CSG,40000,48
420,ESWR,ESWAR COLLEGE OF ENGINEERING,NARSARAOPET,GTR,AU,PVT,NA,COED,JNTUK,ECE,40000,72
421,ESWR,ESWAR COLLEGE OF ENGINEERING,NARSARAOPET,GTR,AU,PVT,NA,COED,JNTUK,EEE,40000,24
422,ESWR,ESWAR COLLEGE OF ENGINEERING,NARSARAOPET,GTR,AU,PVT,NA,COED,JNTUK,CSM,40000,48
423,ESWR,ESWAR COLLEGE OF ENGINEERING,NARSARAOPET,GTR,AU,PVT,NA,COED,JNTUK,CSE,40000,96
424,ESWR,ESWAR COLLEGE OF ENGINEERING,NARSARAOPET,GTR,AU,PVT,NA,COED,JNTUK,CAI,40000,48
425,ESWR,ESWAR COLLEGE OF ENGINEERING,NARSARAOPET,GTR,AU,PVT,NA,COED,JNTUK,AUT,40000,24
426,ESWR,ESWAR COLLEGE OF ENGINEERING,NARSARAOPET,GTR,AU,PVT,NA,COED,JNTUK,AGR,40000,24
427,ESWR,ESWAR COLLEGE OF ENGINEERING,NARSARAOPET,GTR,AU,PVT,NA,COED,JNTUK,CIV,40000,24
428,GATE,GATES INSTITUTE OF TECHNOLOGY,GOOTY,ATP,SVU,PVT,NA,COED,JNTUA,CIV,40000,24
429,GATE,GATES INSTITUTE OF TECHNOLOGY,GOOTY,ATP,SVU,PVT,NA,COED,JNTUA,CAI,40000,144
430,GATE,GATES INSTITUTE OF TECHNOLOGY,GOOTY,ATP,SVU,PVT,NA,COED,JNTUA,CSE,40000,240
431,GATE,GATES INSTITUTE OF TECHNOLOGY,GOOTY,ATP,SVU,PVT,NA,COED,JNTUA,EEE,40000,48
432,GATE,GATES INSTITUTE OF TECHNOLOGY,GOOTY,ATP,SVU,PVT,NA,COED,JNTUA,ECE,40000,144
433,GATE,GATES INSTITUTE OF TECHNOLOGY,GOOTY,ATP,SVU,PVT,NA,COED,JNTUA,MEC,40000,24
434,GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,GUDLAVALLERU,KRI,AU,PVT,NA,COED,JNTUK,MEC,74600,48
435,GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,GUDLAVALLERU,KRI,AU,PVT,NA,COED,JNTUK,INF,74600,192
436,GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,GUDLAVALLERU,KRI,AU,PVT,NA,COED,JNTUK,ECE,74600,192
437,GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,GUDLAVALLERU,KRI,AU,PVT,NA,COED,JNTUK,EEE,74600,96
438,GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,GUDLAVALLERU,KRI,AU,PVT,NA,COED,JNTUK,CSE,74600,288
439,GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,GUDLAVALLERU,KRI,AU,PVT,NA,COED,JNTUK,CSM,74600,96
440,GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,GUDLAVALLERU,KRI,AU,PVT,NA,COED,JNTUK,AID,74600,144
441,GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,GUDLAVALLERU,KRI,AU,PVT,NA,COED,JNTUK,CIV,74600,48
442,GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,GUDLAVALLERU,KRI,AU,PVT,NA,COED,JNTUK,IOT,74600,96
443,GGIB,GOKUL GROUP OF INSTITUTIONS,BOBBILI,VZM,AU,PVT,NA,COED,JNTUV,CIV,40000,24
444,GGIB,GOKUL GROUP OF INSTITUTIONS,BOBBILI,VZM,AU,PVT,NA,COED,JNTUV,CAI,40000,48
445,GGIB,GOKUL GROUP OF INSTITUTIONS,BOBBILI,VZM,AU,PVT,NA,COED,JNTUV,CSD,40000,48
446,GGIB,GOKUL GROUP OF INSTITUTIONS,BOBBILI,VZM,AU,PVT,NA,COED,JNTUV,CSE,40000,48
447,GGIB,GOKUL GROUP OF INSTITUTIONS,BOBBILI,VZM,AU,PVT,NA,COED,JNTUV,MEC,40000,48
448,GGURPU,GODAVARI GLOBAL UNIVERSITY,RAJAHMUNDRY,EG,SW,Private University,NA,COED,CCURPU,MEC,60000,42
449,GGURPU,GODAVARI GLOBAL UNIVERSITY,RAJAHMUNDRY,EG,SW,Private University,NA,COED,CCURPU,CSC,60000,42
450,GGURPU,GODAVARI GLOBAL UNIVERSITY,RAJAHMUNDRY,EG,SW,Private University,NA,COED,CCURPU,EEE,60000,84
451,GGURPU,GODAVARI GLOBAL UNIVERSITY,RAJAHMUNDRY,EG,SW,Private University,NA,COED,CCURPU,ECE,60000,126
452,GGURPU,GODAVARI GLOBAL UNIVERSITY,RAJAHMUNDRY,EG,SW,Private University,NA,COED,CCURPU,CSE,60000,427
453,GGURPU,GODAVARI GLOBAL UNIVERSITY,RAJAHMUNDRY,EG,SW,Private University,NA,COED,CCURPU,CSD,60000,126
454,GGURPU,GODAVARI GLOBAL UNIVERSITY,RAJAHMUNDRY,EG,SW,Private University,NA,COED,CCURPU,CSM,60000,168
455,GGURPU,GODAVARI GLOBAL UNIVERSITY,RAJAHMUNDRY,EG,SW,Private University,NA,COED,CCURPU,AGR,60000,21
456,GGURPU,GODAVARI GLOBAL UNIVERSITY,RAJAHMUNDRY,EG,SW,Private University,NA,COED,CCURPU,AUT,60000,32
457,GGURPU,GODAVARI GLOBAL UNIVERSITY,RAJAHMUNDRY,EG,SW,Private University,NA,COED,CCURPU,CIV,60000,42
458,GGURPU,GODAVARI GLOBAL UNIVERSITY,RAJAHMUNDRY,EG,SW,Private University,NA,COED,CCURPU,MIN,60000,31
459,GIET,GIET ENGINEERING COLLEGE,RAJAHMUNDRY,EG,AU,PVT,NA,COED,JNTUK,CSM,51000,48
460,GIET,GIET ENGINEERING COLLEGE,RAJAHMUNDRY,EG,AU,PVT,NA,COED,JNTUK,CSD,51000,48
461,GIET,GIET ENGINEERING COLLEGE,RAJAHMUNDRY,EG,AU,PVT,NA,COED,JNTUK,CSE,51000,192
462,GIET,GIET ENGINEERING COLLEGE,RAJAHMUNDRY,EG,AU,PVT,NA,COED,JNTUK,ECE,51000,48
463,GIET,GIET ENGINEERING COLLEGE,RAJAHMUNDRY,EG,AU,PVT,NA,COED,JNTUK,INF,51000,96
464,GIET,GIET ENGINEERING COLLEGE,RAJAHMUNDRY,EG,AU,PVT,NA,COED,JNTUK,MEC,51000,48
465,GITS,GONNA INST OF INFO TECHNOLOGY SCIENCES,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,MEC,46300,48
466,GITS,GONNA INST OF INFO TECHNOLOGY SCIENCES,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,ECE,46300,48
467,GITS,GONNA INST OF INFO TECHNOLOGY SCIENCES,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,EEE,46300,24
468,GITS,GONNA INST OF INFO TECHNOLOGY SCIENCES,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,CSE,46300,96
469,GITS,GONNA INST OF INFO TECHNOLOGY SCIENCES,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,CIV,46300,24
470,GKCS,GOKULA KRISHNA COLLEGE OF ENGINEERING,SULLURPET,NLR,SVU,PVT,NA,COED,JNTUA,CIV,40000,24
471,GKCS,GOKULA KRISHNA COLLEGE OF ENGINEERING,SULLURPET,NLR,SVU,PVT,NA,COED,JNTUA,CSE,40000,144
472,GKCS,GOKULA KRISHNA COLLEGE OF ENGINEERING,SULLURPET,NLR,SVU,PVT,NA,COED,JNTUA,EEE,40000,24
473,GKCS,GOKULA KRISHNA COLLEGE OF ENGINEERING,SULLURPET,NLR,SVU,PVT,NA,COED,JNTUA,ECE,40000,48
474,GKCS,GOKULA KRISHNA COLLEGE OF ENGINEERING,SULLURPET,NLR,SVU,PVT,NA,COED,JNTUA,MEC,40000,48
475,GLIM,A1 GLOBAL INST OF ENGG TECHNOLOGY,MARKAPUR,PKS,AU,PVT,MUS,COED,JNTUK,MEC,40000,21
476,GLIM,A1 GLOBAL INST OF ENGG TECHNOLOGY,MARKAPUR,PKS,AU,PVT,MUS,COED,JNTUK,CIC,40000,21
477,GLIM,A1 GLOBAL INST OF ENGG TECHNOLOGY,MARKAPUR,PKS,AU,PVT,MUS,COED,JNTUK,CSB,40000,21
478,GLIM,A1 GLOBAL INST OF ENGG TECHNOLOGY,MARKAPUR,PKS,AU,PVT,MUS,COED,JNTUK,ECE,40000,63
479,GLIM,A1 GLOBAL INST OF ENGG TECHNOLOGY,MARKAPUR,PKS,AU,PVT,MUS,COED,JNTUK,EEE,40000,21
480,GLIM,A1 GLOBAL INST OF ENGG TECHNOLOGY,MARKAPUR,PKS,AU,PVT,MUS,COED,JNTUK,CSE,40000,42
481,GLIM,A1 GLOBAL INST OF ENGG TECHNOLOGY,MARKAPUR,PKS,AU,PVT,MUS,COED,JNTUK,CIV,40000,21
482,GLIM,A1 GLOBAL INST OF ENGG TECHNOLOGY,MARKAPUR,PKS,AU,PVT,MUS,COED,JNTUK,AID,40000,42
483,GLIM,A1 GLOBAL INST OF ENGG TECHNOLOGY,MARKAPUR,PKS,AU,PVT,MUS,COED,JNTUK,AIM,40000,42
484,GMRI,G M R INSTITUTE OF TECHNOLOGY,RAJAM,SKL,AU,PVT,NA,COED,JNTUV,CAD,77800,48
485,GMRI,G M R INSTITUTE OF TECHNOLOGY,RAJAM,SKL,AU,PVT,NA,COED,JNTUV,CIV,77800,96
486,GMRI,G M R INSTITUTE OF TECHNOLOGY,RAJAM,SKL,AU,PVT,NA,COED,JNTUV,CSE,77800,192
487,GMRI,G M R INSTITUTE OF TECHNOLOGY,RAJAM,SKL,AU,PVT,NA,COED,JNTUV,CSM,77800,96
488,GMRI,G M R INSTITUTE OF TECHNOLOGY,RAJAM,SKL,AU,PVT,NA,COED,JNTUV,EEE,77800,96
489,GMRI,G M R INSTITUTE OF TECHNOLOGY,RAJAM,SKL,AU,PVT,NA,COED,JNTUV,ECE,77800,144
490,GMRI,G M R INSTITUTE OF TECHNOLOGY,RAJAM,SKL,AU,PVT,NA,COED,JNTUV,INF,77800,96
491,GMRI,G M R INSTITUTE OF TECHNOLOGY,RAJAM,SKL,AU,PVT,NA,COED,JNTUV,MEC,77800,96
492,GPRE,G P R ENGINEERING. COLLEGE,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,MEC,84000,96
493,GPRE,G P R ENGINEERING. COLLEGE,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,ECE,84000,144
494,GPRE,G P R ENGINEERING. COLLEGE,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,EEE,84000,96
495,GPRE,G P R ENGINEERING. COLLEGE,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,CSM,84000,144
496,GPRE,G P R ENGINEERING. COLLEGE,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,CSD,84000,96
497,GPRE,G P R ENGINEERING. COLLEGE,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,CSE,84000,240
498,GPRE,G P R ENGINEERING. COLLEGE,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,CIV,84000,96
499,GTMW,GOUTHAMI INST OF TECHNOLOGY MGMT FOR WOMEN,PRODDATUR,KDP,SVU,PVT,NA,GIRLS,JNTUA,CSE,40000,96
500,GTMW,GOUTHAMI INST OF TECHNOLOGY MGMT FOR WOMEN,PRODDATUR,KDP,SVU,PVT,NA,GIRLS,JNTUA,CSM,40000,48
501,GTMW,GOUTHAMI INST OF TECHNOLOGY MGMT FOR WOMEN,PRODDATUR,KDP,SVU,PVT,NA,GIRLS,JNTUA,EEE,40000,24
502,GTMW,GOUTHAMI INST OF TECHNOLOGY MGMT FOR WOMEN,PRODDATUR,KDP,SVU,PVT,NA,GIRLS,JNTUA,ECE,40000,48
503,GTNN,GEETHANJALI INST OF SCIENCE AND TECHNOLOGY,NELLORE,NLR,SVU,PVT,NA,COED,JNTUA,ECE,55200,144
504,GTNN,GEETHANJALI INST OF SCIENCE AND TECHNOLOGY,NELLORE,NLR,SVU,PVT,NA,COED,JNTUA,EEE,55200,48
505,GTNN,GEETHANJALI INST OF SCIENCE AND TECHNOLOGY,NELLORE,NLR,SVU,PVT,NA,COED,JNTUA,MEC,55200,24
506,GTNN,GEETHANJALI INST OF SCIENCE AND TECHNOLOGY,NELLORE,NLR,SVU,PVT,NA,COED,JNTUA,CSM,55200,96
507,GTNN,GEETHANJALI INST OF SCIENCE AND TECHNOLOGY,NELLORE,NLR,SVU,PVT,NA,COED,JNTUA,CSE,55200,336
508,GTNN,GEETHANJALI INST OF SCIENCE AND TECHNOLOGY,NELLORE,NLR,SVU,PVT,NA,COED,JNTUA,CIV,55200,24
509,GTNN,GEETHANJALI INST OF SCIENCE AND TECHNOLOGY,NELLORE,NLR,SVU,PVT,NA,COED,JNTUA,AID,55200,96
510,GVIC,GOLDEN VALLEY INTEGRATED CAMPUS,MADANAPALLE,CTR,SVU,PVT,NA,COED,JNTUA,CSE,46700,48
511,GVIC,GOLDEN VALLEY INTEGRATED CAMPUS,MADANAPALLE,CTR,SVU,PVT,NA,COED,JNTUA,MEC,46700,24
512,GVIC,GOLDEN VALLEY INTEGRATED CAMPUS,MADANAPALLE,CTR,SVU,PVT,NA,COED,JNTUA,CSO,46700,24
513,GVIC,GOLDEN VALLEY INTEGRATED CAMPUS,MADANAPALLE,CTR,SVU,PVT,NA,COED,JNTUA,EEE,46700,24
514,GVIC,GOLDEN VALLEY INTEGRATED CAMPUS,MADANAPALLE,CTR,SVU,PVT,NA,COED,JNTUA,ECE,46700,36
515,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,ECE,105000,192
516,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,EEE,105000,96
517,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,INF,105000,48
518,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,MEC,105000,96
519,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,CSE,105000,192
520,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,CSM,105000,48
521,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,CSD,105000,48
522,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,CHE,105000,48
523,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,CIV,105000,96
524,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,MRB,105000,48
525,GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,CIV,92400,48
526,GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,CSM,92400,48
527,GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,CSE,92400,144
528,GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,MEC,92400,48
529,GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,AU,ECE,92400,96
530,GVPW,GAYATHRI VIDYA PARISHAD COLL OF ENGG FOR WOMEN,VISAKHAPATNAM,VSP,AU,PVT,NA,GIRLS,AU,ECE,105000,96
531,GVPW,GAYATHRI VIDYA PARISHAD COLL OF ENGG FOR WOMEN,VISAKHAPATNAM,VSP,AU,PVT,NA,GIRLS,AU,EEE,105000,48
532,GVPW,GAYATHRI VIDYA PARISHAD COLL OF ENGG FOR WOMEN,VISAKHAPATNAM,VSP,AU,PVT,NA,GIRLS,AU,INF,105000,48
533,GVPW,GAYATHRI VIDYA PARISHAD COLL OF ENGG FOR WOMEN,VISAKHAPATNAM,VSP,AU,PVT,NA,GIRLS,AU,CSE,105000,192
534,GVPW,GAYATHRI VIDYA PARISHAD COLL OF ENGG FOR WOMEN,VISAKHAPATNAM,VSP,AU,PVT,NA,GIRLS,AU,CSM,105000,96
535,GVRS,G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,CSM,40000,48
536,GVRS,G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,CSE,40000,96
537,GVRS,G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,AID,40000,48
538,GVRS,G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,MEC,40000,24
539,GVRS,G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,EEE,40000,24
540,GVRS,G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,ECE,40000,48
541,HIND,HINDU COLLEGE OF ENGINEERING AND TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,ECE,40000,24
542,HIND,HINDU COLLEGE OF ENGINEERING AND TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,AIM,40000,48
543,HIND,HINDU COLLEGE OF ENGINEERING AND TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,CSE,40000,144
544,HITE,HELAPURI INST OF TECH AND SCIENCE,ELURU,WG,AU,PVT,NA,COED,JNTUK,CSE,40000,96
545,HITE,HELAPURI INST OF TECH AND SCIENCE,ELURU,WG,AU,PVT,NA,COED,JNTUK,CSM,40000,24
546,HITE,HELAPURI INST OF TECH AND SCIENCE,ELURU,WG,AU,PVT,NA,COED,JNTUK,CIV,40000,48
547,HITE,HELAPURI INST OF TECH AND SCIENCE,ELURU,WG,AU,PVT,NA,COED,JNTUK,ECE,40000,48
548,HITE,HELAPURI INST OF TECH AND SCIENCE,ELURU,WG,AU,PVT,NA,COED,JNTUK,EEE,40000,24
549,HITE,HELAPURI INST OF TECH AND SCIENCE,ELURU,WG,AU,PVT,NA,COED,JNTUK,MEC,40000,48
550,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,MEC,40000,48
551,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,ECE,40000,48
552,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,CSM,40000,96
553,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,CSE,40000,192
554,IITM,INDIRA INST OF TECHNOLOGY SCI,MARKAPUR,PKS,AU,PVT,NA,COED,JNTUK,CSE,40000,120
555,IITM,INDIRA INST OF TECHNOLOGY SCI,MARKAPUR,PKS,AU,PVT,NA,COED,JNTUK,CSM,40000,24
556,IITM,INDIRA INST OF TECHNOLOGY SCI,MARKAPUR,PKS,AU,PVT,NA,COED,JNTUK,CIV,40000,24
557,IITM,INDIRA INST OF TECHNOLOGY SCI,MARKAPUR,PKS,AU,PVT,NA,COED,JNTUK,CAI,40000,48
558,IITM,INDIRA INST OF TECHNOLOGY SCI,MARKAPUR,PKS,AU,PVT,NA,COED,JNTUK,ECE,40000,48
559,IITM,INDIRA INST OF TECHNOLOGY SCI,MARKAPUR,PKS,AU,PVT,NA,COED,JNTUK,EEE,40000,24
560,IITM,INDIRA INST OF TECHNOLOGY SCI,MARKAPUR,PKS,AU,PVT,NA,COED,JNTUK,MEC,40000,24
561,IITM,INDIRA INST OF TECHNOLOGY SCI,MARKAPUR,PKS,AU,PVT,NA,COED,JNTUK,CSC,40000,24
562,ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,RAJAHMUNDRY,EG,AU,PVT,NA,GIRLS,JNTUK,DS,51100,96
563,ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,RAJAHMUNDRY,EG,AU,PVT,NA,GIRLS,JNTUK,ECE,51100,96
564,ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,RAJAHMUNDRY,EG,AU,PVT,NA,GIRLS,JNTUK,CAI,51100,144
565,ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,RAJAHMUNDRY,EG,AU,PVT,NA,GIRLS,JNTUK,AGR,51100,48
566,ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,RAJAHMUNDRY,EG,AU,PVT,NA,GIRLS,JNTUK,AIM,51100,144
567,ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,RAJAHMUNDRY,EG,AU,PVT,NA,GIRLS,JNTUK,CSE,51100,288
568,ISTSOC,INTERNATIONAL SCHOOL OF TECH AND SCI -OFF CAMPUS,JANGAREDDYGUDEM,EG,AU,PVT,NA,COED,JNTUK,CSE,40000,96
569,ISTSOC,INTERNATIONAL SCHOOL OF TECH AND SCI -OFF CAMPUS,JANGAREDDYGUDEM,EG,AU,PVT,NA,COED,JNTUK,AIM,40000,96
570,ISTSOC,INTERNATIONAL SCHOOL OF TECH AND SCI -OFF CAMPUS,JANGAREDDYGUDEM,EG,AU,PVT,NA,COED,JNTUK,AGR,40000,48
571,ISTSOC,INTERNATIONAL SCHOOL OF TECH AND SCI -OFF CAMPUS,JANGAREDDYGUDEM,EG,AU,PVT,NA,COED,JNTUK,ECE,40000,48
572,JNKFSF,SCHOOL OF FOOD TECHNOLOGY JNTUK KAKINADA-SELF FINANCE,KAKINADA,EG,AU,SF,NA,COED,JNTUK,FDE,45000,33
573,JNTA,JNTUA COLLEGE OF ENGG. ANANTAPURAMU,ANANTAPURAMU,ATP,SVU,UNIV,NA,COED,JNTUA,ECE,10000,66
574,JNTA,JNTUA COLLEGE OF ENGG. ANANTAPURAMU,ANANTAPURAMU,ATP,SVU,UNIV,NA,COED,JNTUA,EEE,10000,66
575,JNTA,JNTUA COLLEGE OF ENGG. ANANTAPURAMU,ANANTAPURAMU,ATP,SVU,UNIV,NA,COED,JNTUA,MEC,10000,66
576,JNTA,JNTUA COLLEGE OF ENGG. ANANTAPURAMU,ANANTAPURAMU,ATP,SVU,UNIV,NA,COED,JNTUA,CHE,10000,66
