S.NO,Institute Code,Institute Name,Place,District Name,Region,College Type,Minority,Co-Educ,Affiliated To,Branch Code,Fee,Convener Seats
201,AVEV,AVANTHI INST. OF ENGINEERING AND TECHNOLOGY,BHOGAPURAM,VZM,AU,PVT,NA,COED,JNTUV,CSD,40000,48
202,AVEV,AVANTHI INST. OF ENGINEERING AND TECHNOLOGY,BHOGAPURAM,VZM,AU,PVT,NA,COED,JNTUV,CSM,40000,96
203,AVEV,AVANTHI INST. OF ENGINEERING AND TECHNOLOGY,BHOGAPURAM,VZM,AU,PVT,NA,COED,JNTUV,CSE,40000,240
204,BABA,BABA INST OF TECH AND SCIENCES,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,CSE,40000,144
205,BABA,BABA INST OF TECH AND SCIENCES,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,CIV,40000,48
206,BABA,BABA INST OF TECH AND SCIENCES,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,AIM,40000,48
207,BABA,BABA INST OF TECH AND SCIENCES,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,ECE,40000,96
208,BABA,BABA INST OF TECH AND SCIENCES,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,EEE,40000,48
209,BABA,BABA INST OF TECH AND SCIENCES,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,MEC,40000,48
210,BABA,BABA INST OF TECH AND SCIENCES,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,CS,40000,48
211,BECB,BAPATLA ENGINEERING COLLEGE,BAPATLA,GTR,AU,PVT,NA,COED,ANU,CSC,84900,48
212,BECB,BAPATLA ENGINEERING COLLEGE,BAPATLA,GTR,AU,PVT,NA,COED,ANU,INF,84900,144
213,BECB,BAPATLA ENGINEERING COLLEGE,BAPATLA,GTR,AU,PVT,NA,COED,ANU,MEC,84900,48
214,BECB,BAPATLA ENGINEERING COLLEGE,BAPATLA,GTR,AU,PVT,NA,COED,ANU,EEE,84900,96
215,BECB,BAPATLA ENGINEERING COLLEGE,BAPATLA,GTR,AU,PVT,NA,COED,ANU,ECE,84900,192
216,BECB,BAPATLA ENGINEERING COLLEGE,BAPATLA,GTR,AU,PVT,NA,COED,ANU,CIV,84900,48
217,BECB,BAPATLA ENGINEERING COLLEGE,BAPATLA,GTR,AU,PVT,NA,COED,ANU,CSE,84900,192
218,BECB,BAPATLA ENGINEERING COLLEGE,BAPATLA,GTR,AU,PVT,NA,COED,ANU,CSM,84900,96
219,BECB,BAPATLA ENGINEERING COLLEGE,BAPATLA,GTR,AU,PVT,NA,COED,ANU,CSD,84900,96
220,BEMA,BHEEMA INST OF TECHNOLOGY AND SCI,ADONI,KNL,SVU,PVT,NA,COED,JNTUA,CSM,40000,24
221,BEMA,BHEEMA INST OF TECHNOLOGY AND SCI,ADONI,KNL,SVU,PVT,NA,COED,JNTUA,CSE,40000,120
222,BEMA,BHEEMA INST OF TECHNOLOGY AND SCI,ADONI,KNL,SVU,PVT,NA,COED,JNTUA,CIV,40000,48
223,BEMA,BHEEMA INST OF TECHNOLOGY AND SCI,ADONI,KNL,SVU,PVT,NA,COED,JNTUA,ECE,40000,48
224,BEMA,BHEEMA INST OF TECHNOLOGY AND SCI,ADONI,KNL,SVU,PVT,NA,COED,JNTUA,EEE,40000,24
225,BEMA,BHEEMA INST OF TECHNOLOGY AND SCI,ADONI,KNL,SVU,PVT,NA,COED,JNTUA,MEC,40000,24
226,BESTPU,BHARATIYA ENGG SCI. &TECH INNOVATION UNIVERSITY,ANANTAPUR,ATP,SW,Private University,NA,COED,BESTPU,DS,69500,21
227,BESTPU,BHARATIYA ENGG SCI. &TECH INNOVATION UNIVERSITY,ANANTAPUR,ATP,SW,Private University,NA,COED,BESTPU,CS,69500,21
228,BESTPU,BHARATIYA ENGG SCI. &TECH INNOVATION UNIVERSITY,ANANTAPUR,ATP,SW,Private University,NA,COED,BESTPU,AI,69500,42
229,BESTPU,BHARATIYA ENGG SCI. &TECH INNOVATION UNIVERSITY,ANANTAPUR,ATP,SW,Private University,NA,COED,BESTPU,CSE,69500,49
230,BITS,BHASKAR  INSTITUTE  OF TECHNOLOGY & SCIENCE,RAYACHOTY,KDP,SVU,PVT,NA,COED,JNTUA,CSE,40000,120
231,BITS,BHASKAR  INSTITUTE  OF TECHNOLOGY & SCIENCE,RAYACHOTY,KDP,SVU,PVT,NA,COED,JNTUA,AI,40000,24
232,BITS,BHASKAR  INSTITUTE  OF TECHNOLOGY & SCIENCE,RAYACHOTY,KDP,SVU,PVT,NA,COED,JNTUA,EEE,40000,24
233,BITS,BHASKAR  INSTITUTE  OF TECHNOLOGY & SCIENCE,RAYACHOTY,KDP,SVU,PVT,NA,COED,JNTUA,ECE,40000,36
234,BRAUSF,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE,SRIKAKULAM,SKL,AU,SF,NA,COED,BRAU,ECE,48500,66
235,BRAUSF,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE,SRIKAKULAM,SKL,AU,SF,NA,COED,BRAU,EEE,48500,66
236,BRAUSF,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE,SRIKAKULAM,SKL,AU,SF,NA,COED,BRAU,MEC,48500,66
237,BRAUSF,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE,SRIKAKULAM,SKL,AU,SF,NA,COED,BRAU,CIV,48500,66
238,BRAUSF,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE,SRIKAKULAM,SKL,AU,SF,NA,COED,BRAU,CSE,48500,66
239,BRNK,BRINDAVAN INST OF TECHNOLOGY AND SCI,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,CSE,40000,144
240,BRNK,BRINDAVAN INST OF TECHNOLOGY AND SCI,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,CIV,40000,48
241,BRNK,BRINDAVAN INST OF TECHNOLOGY AND SCI,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,MEC,40000,48
242,BRNK,BRINDAVAN INST OF TECHNOLOGY AND SCI,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,EEE,40000,48
243,BRNK,BRINDAVAN INST OF TECHNOLOGY AND SCI,KURNOOL,KNL,SVU,PVT,NA,COED,JNTUA,ECE,40000,48
244,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,ODALAREVU,EG,AU,PVT,NA,COED,JNTUK,ECE,48800,144
245,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,ODALAREVU,EG,AU,PVT,NA,COED,JNTUK,EEE,48800,48
246,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,ODALAREVU,EG,AU,PVT,NA,COED,JNTUK,MEC,48800,48
247,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,ODALAREVU,EG,AU,PVT,NA,COED,JNTUK,INF,48800,48
248,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,ODALAREVU,EG,AU,PVT,NA,COED,JNTUK,CIV,48800,48
249,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,ODALAREVU,EG,AU,PVT,NA,COED,JNTUK,CAD,48800,48
250,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,ODALAREVU,EG,AU,PVT,NA,COED,JNTUK,AIM,48800,48
251,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,ODALAREVU,EG,AU,PVT,NA,COED,JNTUK,CSE,48800,144
252,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,ODALAREVU,EG,AU,PVT,NA,COED,JNTUK,CSM,48800,48
253,BVCR,BVC COLLEGE OF ENGINEERING,RAJAHMUNDRY,EG,AU,PVT,NA,COED,JNTUK,CSM,40000,48
254,BVCR,BVC COLLEGE OF ENGINEERING,RAJAHMUNDRY,EG,AU,PVT,NA,COED,JNTUK,CSE,40000,144
255,BVCR,BVC COLLEGE OF ENGINEERING,RAJAHMUNDRY,EG,AU,PVT,NA,COED,JNTUK,AID,40000,48
256,BVCR,BVC COLLEGE OF ENGINEERING,RAJAHMUNDRY,EG,AU,PVT,NA,COED,JNTUK,INF,40000,48
257,BVCR,BVC COLLEGE OF ENGINEERING,RAJAHMUNDRY,EG,AU,PVT,NA,COED,JNTUK,ECE,40000,96
258,BVRM,BHIMAVARAM INST. OF ENGG. AND TECHNOLOGY,BHIMAVARAM,WG,AU,PVT,NA,COED,JNTUK,ECE,40000,48
259,BVRM,BHIMAVARAM INST. OF ENGG. AND TECHNOLOGY,BHIMAVARAM,WG,AU,PVT,NA,COED,JNTUK,CSE,40000,144
260,BVRM,BHIMAVARAM INST. OF ENGG. AND TECHNOLOGY,BHIMAVARAM,WG,AU,PVT,NA,COED,JNTUK,CSM,40000,48
261,BVSR,BVSR ENGINEERING COLLEGE,CHIMAKURTHY,PKS,AU,PVT,NA,COED,JNTUK,CSD,40000,48
262,BVSR,BVSR ENGINEERING COLLEGE,CHIMAKURTHY,PKS,AU,PVT,NA,COED,JNTUK,CSE,40000,48
263,BVSR,BVSR ENGINEERING COLLEGE,CHIMAKURTHY,PKS,AU,PVT,NA,COED,JNTUK,CIV,40000,48
264,BVSR,BVSR ENGINEERING COLLEGE,CHIMAKURTHY,PKS,AU,PVT,NA,COED,JNTUK,ECE,40000,48
265,BVSR,BVSR ENGINEERING COLLEGE,CHIMAKURTHY,PKS,AU,PVT,NA,COED,JNTUK,EEE,40000,24
266,BVSR,BVSR ENGINEERING COLLEGE,CHIMAKURTHY,PKS,AU,PVT,NA,COED,JNTUK,MEC,40000,24
267,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,AMALAPURAM,EG,AU,PVT,NA,COED,JNTUK,INF,52800,48
268,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,AMALAPURAM,EG,AU,PVT,NA,COED,JNTUK,EEE,52800,48
269,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,AMALAPURAM,EG,AU,PVT,NA,COED,JNTUK,ECE,52800,144
270,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,AMALAPURAM,EG,AU,PVT,NA,COED,JNTUK,CIV,52800,48
271,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,AMALAPURAM,EG,AU,PVT,NA,COED,JNTUK,AIM,52800,48
272,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,AMALAPURAM,EG,AU,PVT,NA,COED,JNTUK,CAD,52800,48
273,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,AMALAPURAM,EG,AU,PVT,NA,COED,JNTUK,CSE,52800,144
274,BWEC,BAPATLA WOMENS ENGG COLLEGE,BAPATLA,GTR,AU,PVT,NA,GIRLS,ANU,CSE,40000,96
275,BWEC,BAPATLA WOMENS ENGG COLLEGE,BAPATLA,GTR,AU,PVT,NA,GIRLS,ANU,AIM,40000,48
276,BWEC,BAPATLA WOMENS ENGG COLLEGE,BAPATLA,GTR,AU,PVT,NA,GIRLS,ANU,ECE,40000,96
277,CABP,Dr. N T R COLLEGE OF AGRICULTURAL ENGINEERING,BAPATLA,GTR,SW,UNIV,NA,COED,ANGRAU,AGR,10000,42
278,CAMS,COLLEGE OF AGRICULTURAL ENGINEERING,MADAKASIRA,ATP,SW,UNIV,NA,COED,ANGRAU,AGR,10000,29
279,CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,PALLAVOLU,KDP,SVU,PVT,NA,COED,JNTUA,CAI,54500,96
280,CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,PALLAVOLU,KDP,SVU,PVT,NA,COED,JNTUA,CIV,54500,24
281,CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,PALLAVOLU,KDP,SVU,PVT,NA,COED,JNTUA,CSE,54500,240
282,CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,PALLAVOLU,KDP,SVU,PVT,NA,COED,JNTUA,CSM,54500,48
283,CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,PALLAVOLU,KDP,SVU,PVT,NA,COED,JNTUA,ECE,54500,144
284,CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,PALLAVOLU,KDP,SVU,PVT,NA,COED,JNTUA,EEE,54500,48
285,CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,PALLAVOLU,KDP,SVU,PVT,NA,COED,JNTUA,MEC,54500,24
286,CCVY,VRS AND YRN COLLEGE OF ENGG. AND TECHNOLOGY,CHIRALA,PKS,AU,PVT,NA,COED,JNTUK,MEC,40000,24
287,CCVY,VRS AND YRN COLLEGE OF ENGG. AND TECHNOLOGY,CHIRALA,PKS,AU,PVT,NA,COED,JNTUK,CIC,40000,24
288,CCVY,VRS AND YRN COLLEGE OF ENGG. AND TECHNOLOGY,CHIRALA,PKS,AU,PVT,NA,COED,JNTUK,EEE,40000,24
289,CCVY,VRS AND YRN COLLEGE OF ENGG. AND TECHNOLOGY,CHIRALA,PKS,AU,PVT,NA,COED,JNTUK,ECE,40000,36
290,CCVY,VRS AND YRN COLLEGE OF ENGG. AND TECHNOLOGY,CHIRALA,PKS,AU,PVT,NA,COED,JNTUK,CSD,40000,24
291,CCVY,VRS AND YRN COLLEGE OF ENGG. AND TECHNOLOGY,CHIRALA,PKS,AU,PVT,NA,COED,JNTUK,CSE,40000,36
292,CECC,CHIRALA ENGINEERING COLLEGE,CHIRALA,PKS,AU,PVT,NA,COED,JNTUK,CSE,40000,120
293,CECC,CHIRALA ENGINEERING COLLEGE,CHIRALA,PKS,AU,PVT,NA,COED,JNTUK,CSD,40000,48
294,CECC,CHIRALA ENGINEERING COLLEGE,CHIRALA,PKS,AU,PVT,NA,COED,JNTUK,CSM,40000,48
295,CECC,CHIRALA ENGINEERING COLLEGE,CHIRALA,PKS,AU,PVT,NA,COED,JNTUK,CIV,40000,24
296,CECC,CHIRALA ENGINEERING COLLEGE,CHIRALA,PKS,AU,PVT,NA,COED,JNTUK,ECE,40000,48
297,CECC,CHIRALA ENGINEERING COLLEGE,CHIRALA,PKS,AU,PVT,NA,COED,JNTUK,EEE,40000,24
298,CECC,CHIRALA ENGINEERING COLLEGE,CHIRALA,PKS,AU,PVT,NA,COED,JNTUK,INF,40000,48
299,CECC,CHIRALA ENGINEERING COLLEGE,CHIRALA,PKS,AU,PVT,NA,COED,JNTUK,EVT,40000,48
300,CECC,CHIRALA ENGINEERING COLLEGE,CHIRALA,PKS,AU,PVT,NA,COED,JNTUK,MEC,40000,24
301,CENUPU,CENTURION UNIVERSITY OF TECHNOLOGY & MANAGEMENT,TEKKALI,VZM,SW,Private University,NA,COED,CENUPU,MEC,60000,21
302,CENUPU,CENTURION UNIVERSITY OF TECHNOLOGY & MANAGEMENT,TEKKALI,VZM,SW,Private University,NA,COED,CENUPU,EII,60000,21
303,CENUPU,CENTURION UNIVERSITY OF TECHNOLOGY & MANAGEMENT,TEKKALI,VZM,SW,Private University,NA,COED,CENUPU,CSW,60000,21
304,CENUPU,CENTURION UNIVERSITY OF TECHNOLOGY & MANAGEMENT,TEKKALI,VZM,SW,Private University,NA,COED,CENUPU,EBM,60000,21
305,CENUPU,CENTURION UNIVERSITY OF TECHNOLOGY & MANAGEMENT,TEKKALI,VZM,SW,Private University,NA,COED,CENUPU,CIC,60000,21
306,CENUPU,CENTURION UNIVERSITY OF TECHNOLOGY & MANAGEMENT,TEKKALI,VZM,SW,Private University,NA,COED,CENUPU,CN,60000,21
307,CENUPU,CENTURION UNIVERSITY OF TECHNOLOGY & MANAGEMENT,TEKKALI,VZM,SW,Private University,NA,COED,CENUPU,CSBS,60000,21
308,CENUPU,CENTURION UNIVERSITY OF TECHNOLOGY & MANAGEMENT,TEKKALI,VZM,SW,Private University,NA,COED,CENUPU,ECE,60000,21
309,CENUPU,CENTURION UNIVERSITY OF TECHNOLOGY & MANAGEMENT,TEKKALI,VZM,SW,Private University,NA,COED,CENUPU,CSM,60000,21
310,CENUPU,CENTURION UNIVERSITY OF TECHNOLOGY & MANAGEMENT,TEKKALI,VZM,SW,Private University,NA,COED,CENUPU,CSD,60000,21
311,CENUPU,CENTURION UNIVERSITY OF TECHNOLOGY & MANAGEMENT,TEKKALI,VZM,SW,Private University,NA,COED,CENUPU,MAU,60000,21
312,CENUPU,CENTURION UNIVERSITY OF TECHNOLOGY & MANAGEMENT,TEKKALI,VZM,SW,Private University,NA,COED,CENUPU,MMM,60000,21
313,CENUPU,CENTURION UNIVERSITY OF TECHNOLOGY & MANAGEMENT,TEKKALI,VZM,SW,Private University,NA,COED,CENUPU,MII,60000,21
314,CEVP,CHAITANYA ENGINEERING COLLEGE,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,CSM,40000,48
315,CEVP,CHAITANYA ENGINEERING COLLEGE,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,CSE,40000,240
316,CEVP,CHAITANYA ENGINEERING COLLEGE,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,CIV,40000,48
317,CEVP,CHAITANYA ENGINEERING COLLEGE,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,CAI,40000,96
318,CEVP,CHAITANYA ENGINEERING COLLEGE,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,AID,40000,48
319,CEVP,CHAITANYA ENGINEERING COLLEGE,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,ECE,40000,144
320,CEVP,CHAITANYA ENGINEERING COLLEGE,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,EEE,40000,48
321,CEVP,CHAITANYA ENGINEERING COLLEGE,VISAKHAPATNAM,VSP,AU,PVT,NA,COED,JNTUV,MEC,40000,48
322,CFSB,Dr. N T R COLLEGE OF FOOD SCIENCE AND TECHNOLOGY,BAPATLA,GTR,SW,UNIV,NA,COED,ANGRAU,FDT,10000,31
323,CFSP,COLLEGE OF FOOD SCIENCE AND TECHNOLOGY,PULIVENDULA,KDP,SW,UNIV,NA,COED,ANGRAU,FDT,10000,17
324,CHDL,CHADALAWADA RAMANAMMA ENGG. COLLEGE,TIRUPATHI,CTR,SVU,PVT,NA,COED,JNTUA,MEC,55600,24
325,CHDL,CHADALAWADA RAMANAMMA ENGG. COLLEGE,TIRUPATHI,CTR,SVU,PVT,NA,COED,JNTUA,EEE,55600,48
326,CHDL,CHADALAWADA RAMANAMMA ENGG. COLLEGE,TIRUPATHI,CTR,SVU,PVT,NA,COED,JNTUA,ECE,55600,144
327,CHDL,CHADALAWADA RAMANAMMA ENGG. COLLEGE,TIRUPATHI,CTR,SVU,PVT,NA,COED,JNTUA,CAI,55600,96
328,CHDL,CHADALAWADA RAMANAMMA ENGG. COLLEGE,TIRUPATHI,CTR,SVU,PVT,NA,COED,JNTUA,CSE,55600,144
329,CHDL,CHADALAWADA RAMANAMMA ENGG. COLLEGE,TIRUPATHI,CTR,SVU,PVT,NA,COED,JNTUA,CSM,55600,144
330,CHDL,CHADALAWADA RAMANAMMA ENGG. COLLEGE,TIRUPATHI,CTR,SVU,PVT,NA,COED,JNTUA,CSD,55600,48
331,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,CSE,40000,96
332,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,AID,40000,48
333,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,AIM,40000,48
334,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,CIV,40000,24
335,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,ECE,40000,48
336,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,EEE,40000,24
337,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,KAKINADA,EG,AU,PVT,NA,COED,JNTUK,MEC,40000,48
338,CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,ANU,CIT,40000,72
339,CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,ANU,CSC,40000,48
340,CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,ANU,EEE,40000,48
341,CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,ANU,ECE,40000,144
342,CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,ANU,CIV,40000,24
343,CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,ANU,CAI,40000,48
344,CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,ANU,CSE,40000,144
345,CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,ANU,CSD,40000,48
346,CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,ANU,CSM,40000,48
347,CITY,CHALAPATHI INST OF TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,CSD,40000,144
348,CITY,CHALAPATHI INST OF TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,CSE,40000,288
349,CITY,CHALAPATHI INST OF TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,CAI,40000,144
350,CITY,CHALAPATHI INST OF TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,AIM,40000,96
351,CITY,CHALAPATHI INST OF TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,CIV,40000,48
352,CITY,CHALAPATHI INST OF TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,ECE,40000,96
353,CITY,CHALAPATHI INST OF TECHNOLOGY,GUNTUR,GTR,AU,PVT,NA,COED,JNTUK,CSC,40000,48
354,CRIT,CHIRANJIVI REDDY INST OF ENGG AND TECHNOLOGY,ANANTAPURAMU,ATP,SVU,PVT,NA,COED,JNTUA,MEC,40000,24
355,CRIT,CHIRANJIVI REDDY INST OF ENGG AND TECHNOLOGY,ANANTAPURAMU,ATP,SVU,PVT,NA,COED,JNTUA,ECE,40000,48
356,CRIT,CHIRANJIVI REDDY INST OF ENGG AND TECHNOLOGY,ANANTAPURAMU,ATP,SVU,PVT,NA,COED,JNTUA,EEE,40000,24
357,CRIT,CHIRANJIVI REDDY INST OF ENGG AND TECHNOLOGY,ANANTAPURAMU,ATP,SVU,PVT,NA,COED,JNTUA,AIM,40000,36
358,CRIT,CHIRANJIVI REDDY INST OF ENGG AND TECHNOLOGY,ANANTAPURAMU,ATP,SVU,PVT,NA,COED,JNTUA,AID,40000,36
359,CRIT,CHIRANJIVI REDDY INST OF ENGG AND TECHNOLOGY,ANANTAPURAMU,ATP,SVU,PVT,NA,COED,JNTUA,CSE,40000,72
360,CRRE,SIR C R R COLLEGE OF ENGINEERING,ELURU,WG,AU,PVT,NA,COED,JNTUK,CSE,54200,288
361,CRRE,SIR C R R COLLEGE OF ENGINEERING,ELURU,WG,AU,PVT,NA,COED,JNTUK,CSM,54200,48
362,CRRE,SIR C R R COLLEGE OF ENGINEERING,ELURU,WG,AU,PVT,NA,COED,JNTUK,CAD,54200,96
363,CRRE,SIR C R R COLLEGE OF ENGINEERING,ELURU,WG,AU,PVT,NA,COED,JNTUK,CIV,54200,48
364,CRRE,SIR C R R COLLEGE OF ENGINEERING,ELURU,WG,AU,PVT,NA,COED,JNTUK,EEE,54200,96
365,CRRE,SIR C R R COLLEGE OF ENGINEERING,ELURU,WG,AU,PVT,NA,COED,JNTUK,ECE,54200,144
366,CRRE,SIR C R R COLLEGE OF ENGINEERING,ELURU,WG,AU,PVT,NA,COED,JNTUK,MEC,54200,48
367,CRRE,SIR C R R COLLEGE OF ENGINEERING,ELURU,WG,AU,PVT,NA,COED,JNTUK,CSC,54200,48
368,CRRE,SIR C R R COLLEGE OF ENGINEERING,ELURU,WG,AU,PVT,NA,COED,JNTUK,INF,54200,144
369,CVRT,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES,TADIPATRI,ATP,SVU,PVT,NA,COED,JNTUA,MEC,40000,24
370,CVRT,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES,TADIPATRI,ATP,SVU,PVT,NA,COED,JNTUA,ECE,40000,72
371,CVRT,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES,TADIPATRI,ATP,SVU,PVT,NA,COED,JNTUA,EEE,40000,24
372,CVRT,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES,TADIPATRI,ATP,SVU,PVT,NA,COED,JNTUA,AIM,40000,36
373,CVRT,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES,TADIPATRI,ATP,SVU,PVT,NA,COED,JNTUA,CSE,40000,144
374,CVST,SVVU COLLEGE OF DAIRY TECHNOLOGY,TIRUPATHI,CTR,SW,UNIV,NA,COED,SVVU,BDT,10000,21
375,DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,CIV,40000,24
376,DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,CSE,40000,288
377,DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,CSM,40000,48
378,DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,CSD,40000,48
379,DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,EEE,40000,24
380,DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,ECE,40000,144
381,DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,MEC,40000,24
382,DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,INF,40000,48
383,DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,VIJAYAWADA,KRI,AU,PVT,NA,COED,JNTUK,EII,40000,24
384,DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,ANAKAPALLE,VSP,AU,PVT,NA,COED,JNTUV,ECE,47400,96
385,DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,ANAKAPALLE,VSP,AU,PVT,NA,COED,JNTUV,EEE,47400,48
386,DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,ANAKAPALLE,VSP,AU,PVT,NA,COED,JNTUV,CSD,47400,48
387,DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,ANAKAPALLE,VSP,AU,PVT,NA,COED,JNTUV,CSM,47400,96
388,DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,ANAKAPALLE,VSP,AU,PVT,NA,COED,JNTUV,CSE,47400,240
