S.No,Institute Code,Institute Name,Place,Dist. Name,Region,College Type,Minority,Co- Educ.,Affil. to,Branch Code,fee,Convener Seats
1067,TPCE,TALLA PADMAVATHI COLL OF ENGINEERING,KAZIPET,HNK,OU,PVT,NA,COED,JNTUH,CSE,61000,84
1068,TPCE,TALLA PADMAVATHI COLL OF ENGINEERING,KAZIPET,HNK,OU,PVT,NA,COED,JNTUH,CSM,61000,42
1069,TPCE,TALLA PADMAVATHI COLL OF ENGINEERING,KAZIPET,HNK,OU,PVT,NA,COED,JNTUH,ECE,61000,42
1070,TPCP,TALLA PADMAVATHI PHARMACY COLLEGE,WARANGAL,HNK,OU,PVT,NA,COED,JNTUH,PHM,60000,21
1071,TRNP,TRINITY COLLEGE OF PHARMACY,PEDDAPALLY,PDL,OU,PVT,NA,COED,SVHU,PHM,50000,35
1072,TRPM,TEEGALA RAMI REDDY COLL OF PHARMACY,MIRPET,RR,OU,PVT,NA,COED,JNTUH,PHM,55000,35
1073,UCPB,UNITY COLLEGE OF PHARMACY,BHONGIR,YBG,OU,PVT,NA,COED,JNTUH,PHM,52000,21
1074,VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,WGL,OU,PVT,NA,COED,JNTUH,CIV,86000,84
1075,VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,WGL,OU,PVT,NA,COED,JNTUH,CSD,86000,126
1076,VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,WGL,OU,PVT,NA,COED,JNTUH,CSE,86000,168
1077,VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,WGL,OU,PVT,NA,COED,JNTUH,CSM,86000,126
1078,VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,WGL,OU,PVT,NA,COED,JNTUH,ECE,86000,84
1079,VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,WGL,OU,PVT,NA,COED,JNTUH,EEE,86000,84
1080,VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,WGL,OU,PVT,NA,COED,JNTUH,MEC,86000,42
1081,VAGP,VAGDEVI COLLEGE OF PHARMACY,HANAMKONDA,HNK,OU,PVT,NA,COED,KU,PHD,68000,10
1082,VAGP,VAGDEVI COLLEGE OF PHARMACY,HANAMKONDA,HNK,OU,PVT,NA,COED,KU,PHM,70000,35
1083,VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,OU,PVT,NA,COED,OU,CIV,130000,42
1084,VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,OU,PVT,NA,COED,OU,CSE,130000,84
1085,VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,OU,PVT,NA,COED,OU,CSM,130000,42
1086,VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,OU,PVT,NA,COED,OU,ECE,130000,126
1087,VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,OU,PVT,NA,COED,OU,EEE,130000,42
1088,VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,OU,PVT,NA,COED,OU,INF,130000,126
1089,VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,OU,PVT,NA,COED,OU,MEC,130000,84
1090,VBEC,VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSC,62000,42
1091,VBEC,VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSD,62000,42
1092,VBEC,VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSE,62000,84
1093,VBEC,VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSM,62000,42
1094,VBEC,VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSO,62000,42
1095,VBEC,VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,ECE,62000,42
1096,VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CIV,85000,42
1097,VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSB,85000,42
1098,VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSC,85000,42
1099,VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSD,85000,126
1100,VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSE,85000,168
1101,VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSM,85000,126
1102,VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,ECE,85000,126
1103,VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,EEE,85000,42
1104,VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,INF,85000,84
1105,VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,MEC,85000,42
1106,VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CIV,54000,42
1107,VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSE,54000,84
1108,VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSM,54000,42
1109,VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,ECE,54000,42
1110,VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,EEE,54000,42
1111,VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,MEC,54000,42
1112,VCOP,SRI VENKATESWARA COLLEGE OF PHARMACY,MADHAPUR,RR,OU,PVT,NA,COED,OU,PHD,75000,10
1113,VCOP,SRI VENKATESWARA COLLEGE OF PHARMACY,MADHAPUR,RR,OU,PVT,NA,COED,OU,PHM,65000,21
1114,VCPN,VIJAY COLL OF PHARMACY,NIZAMABAD,NZB,OU,PVT,NA,COED,JNTUH,PHM,57000,21
1115,VGNP,VIGNAN INST OF PHARM SCI,DESHMUKHI,YBG,OU,PVT,NA,COED,JNTUH,PHM,55000,21
1116,VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YBG,OU,PVT,NA,COED,JNTUH,CIV,93000,42
1117,VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YBG,OU,PVT,NA,COED,JNTUH,CSD,93000,42
1118,VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YBG,OU,PVT,NA,COED,JNTUH,CSE,93000,126
1119,VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YBG,OU,PVT,NA,COED,JNTUH,CSM,93000,42
1120,VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YBG,OU,PVT,NA,COED,JNTUH,ECE,93000,126
1121,VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YBG,OU,PVT,NA,COED,JNTUH,EEE,93000,42
1122,VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YBG,OU,PVT,NA,COED,JNTUH,EIE,93000,42
1123,VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YBG,OU,PVT,NA,COED,JNTUH,INF,93000,42
1124,VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YBG,OU,PVT,NA,COED,JNTUH,MEC,93000,42
1125,VGPC,VAGDEVI PHARMACY COLLEGE,WARANGAL,WGL,OU,PVT,NA,COED,JNTUH,PHD,68000,10
1126,VGPC,VAGDEVI PHARMACY COLLEGE,WARANGAL,WGL,OU,PVT,NA,COED,JNTUH,PHM,45000,21
1127,VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,CIV,55000,84
1128,VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,CSE,55000,84
1129,VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,CSM,55000,42
1130,VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,ECE,55000,126
1131,VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,EEE,55000,84
1132,VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,MEC,55000,42
1133,VGSP,VAAGESWARI COLLEGE OF PHARMACY,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,PHD,75000,10
1134,VGSP,VAAGESWARI COLLEGE OF PHARMACY,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,PHM,53000,35
1135,VGWL,VAGDEVI ENGINEERING COLLEGE,WARANGAL,WGL,OU,PVT,NA,COED,JNTUH,CSD,48000,84
1136,VGWL,VAGDEVI ENGINEERING COLLEGE,WARANGAL,WGL,OU,PVT,NA,COED,JNTUH,CSE,48000,168
1137,VGWL,VAGDEVI ENGINEERING COLLEGE,WARANGAL,WGL,OU,PVT,NA,COED,JNTUH,CSM,48000,84
1138,VGWL,VAGDEVI ENGINEERING COLLEGE,WARANGAL,WGL,OU,PVT,NA,COED,JNTUH,ECE,48000,84
1139,VIPN,VENKATESWARA INST OF PHARM SCI,NALGONDA,NLG,OU,PVT,NA,COED,JNTUH,PHM,47000,21
1140,VIPS,VAAGESWARI INST OF PHARMACY,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,PHM,45000,35
1141,VISA,VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,BHONGIR,YBG,OU,PVT,NA,COED,JNTUH,CSE,42000,21
1142,VISA,VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,BHONGIR,YBG,OU,PVT,NA,COED,JNTUH,EEE,42000,21
1143,VISA,VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,BHONGIR,YBG,OU,PVT,NA,COED,JNTUH,INF,42000,21
1144,VISA,VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,BHONGIR,YBG,OU,PVT,NA,COED,JNTUH,MEC,42000,21
1145,VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MAHABUBNAGAR,MBN,OU,PVT,NA,COED,JNTUH,CIV,55000,42
1146,VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MAHABUBNAGAR,MBN,OU,PVT,NA,COED,JNTUH,CSE,55000,42
1147,VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MAHABUBNAGAR,MBN,OU,PVT,NA,COED,JNTUH,ECE,55000,42
1148,VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MAHABUBNAGAR,MBN,OU,PVT,NA,COED,JNTUH,EEE,55000,42
1149,VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MAHABUBNAGAR,MBN,OU,PVT,NA,COED,JNTUH,MEC,55000,42
1150,VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,AUT,131000,42
1151,VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,CIV,131000,84
1152,VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,CSB,131000,42
1153,VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,CSC,131000,42
1154,VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,CSD,131000,42
1155,VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,CSE,131000,168
1156,VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,CSM,131000,42
1157,VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,CSO,131000,42
1158,VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,ECE,131000,168
1159,VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,EEE,131000,84
1160,VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,EIE,131000,84
1161,VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,INF,131000,126
1162,VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,MEC,131000,84
1163,VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,MOINABAD,RR,OU,PVT,NA,COED,JNTUH,AI,115000,84
1164,VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,MOINABAD,RR,OU,PVT,NA,COED,JNTUH,CIV,115000,84
1165,VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,MOINABAD,RR,OU,PVT,NA,COED,JNTUH,CSD,115000,42
1166,VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,MOINABAD,RR,OU,PVT,NA,COED,JNTUH,CSE,115000,168
1167,VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,MOINABAD,RR,OU,PVT,NA,COED,JNTUH,ECE,115000,168
1168,VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,MOINABAD,RR,OU,PVT,NA,COED,JNTUH,EEE,115000,84
1169,VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,MOINABAD,RR,OU,PVT,NA,COED,JNTUH,INF,115000,126
1170,VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,MOINABAD,RR,OU,PVT,NA,COED,JNTUH,MEC,115000,84
1171,VJYA,VIJAYA ENGINEERING COLLEGE,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,CSD,65000,42
1172,VJYA,VIJAYA ENGINEERING COLLEGE,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,CSE,65000,42
1173,VJYA,VIJAYA ENGINEERING COLLEGE,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,CSM,65000,42
1174,VJYA,VIJAYA ENGINEERING COLLEGE,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,ECE,65000,42
1175,VJYA,VIJAYA ENGINEERING COLLEGE,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,EEE,65000,42
1176,VJYH,VIJAYA COLLEGE OF PHARMACY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,PHM,55000,35
1177,VKAS,VIKAS COLLEGE OF PHARMACY,JANAGAON,JGN,OU,PVT,NA,COED,KU,PHM,50000,21
1178,VKSP,VIKAS COLL OF PHARMACEUTICAL SCIENCES,SURYAPET,SRP,OU,PVT,NA,COED,JNTUH,PHD,95000,10
1179,VKSP,VIKAS COLL OF PHARMACEUTICAL SCIENCES,SURYAPET,SRP,OU,PVT,NA,COED,JNTUH,PHM,50000,35\n
